サンプル名,Ce,Co,Zn,Ce5Co19,Ce2Co17,Ce1Co5,CeO2_cubic,Ce2O3_trig,Co_cubic,T_a,Coercivity,XRD サンプル名
CeCo_2-10_-15_-5,15.04478806,84.95521194,0.0,0.0246,0.093,0.88,0.0028,0.0,0.0,500,1.4577589971784588,CeCo_2-10_119.xy
CeCo_2-10_-10_-5,15.454120560000002,84.54587944000001,0.0,0.0147,0.105,0.878,0.0019,0.0,0.0,500,1.6724135237204556,CeCo_2-10_136.xy
CeCo_2-10_-5_-5,15.128827189999999,84.87117280999999,0.0,0.065,0.11,0.819,0.0058,0.0,0.0,500,1.7585591064681387,CeCo_2-10_153.xy
CeCo_2-10_0_-5,15.443326090000001,84.55667391,0.0,0.0366,0.254,0.705,0.0044,0.0,0.0,500,1.796271840683626,CeCo_2-10_170.xy
CeCo_2-10_5_-5,15.33615455,84.66384545,0.0,0.0628,0.162,0.774,0.0009,0.0,0.0,500,1.8710974577073631,CeCo_2-10_187.xy
CeCo_2-10_10_-5,15.18418731,84.81581269,0.0,0.044,0.254,0.699,0.0032,0.0,0.0,500,1.8619605129915882,CeCo_2-10_204.xy
CeCo_2-10_15_-5,15.49116614,84.50883386,0.0,0.067,0.159,0.772,0.0018,0.0,0.0,500,1.8568774116885955,CeCo_2-10_221.xy
CeCo_2-10_20_-5,14.87226464,85.12773536,0.0,0.0403,0.306,0.65,0.0034,0.0,0.0,500,1.8745231302644192,CeCo_2-10_238.xy
CeCo_2-10_25_-5,14.359962309999998,85.64003769,0.0,0.0398,0.181,0.775,0.005,0.0,0.0,500,1.8216181207219022,CeCo_2-10_255.xy
CeCo_2-10_30_-5,13.81740101,86.18259899,0.0,0.0416,0.598,0.356,0.004,0.0,0.0,500,1.6116920100066525,CeCo_2-10_272.xy
CeCo_2-10_35_-5,12.917343140000002,87.08265686,0.0,0.0658,0.69,0.235,0.009,0.0,0.0,500,1.030028797018157,CeCo_2-10_289.xy
CeCo_2-10_40_-5,12.45231491,87.54768509,0.0,0.0425,0.786,0.161,0.0101,0.0,0.0,500,0.4586791607484899,CeCo_2-10_306.xy
CeCo_2-10_-40_0,13.17920812,86.82079188,0.0,0.0428,0.752,0.189,0.0165,0.0,0.0,500,0.11097479457740526,CeCo_2-10_35.xy
CeCo_2-10_-35_0,13.952285680000001,86.04771432,0.0,0.0341,0.555,0.39,0.0208,0.0,0.0,500,0.5255297269962476,CeCo_2-10_52.xy
CeCo_2-10_-30_0,14.20087694,85.79912306,0.0,0.0276,0.32,0.643,0.0093,0.0,0.0,500,0.9920817375503462,CeCo_2-10_69.xy
CeCo_2-10_-25_0,15.119471379999998,84.88052861999999,0.0,0.03,0.194,0.769,0.0076,0.0,0.0,500,1.2859037893853138,CeCo_2-10_86.xy
CeCo_2-10_-20_0,15.4297566,84.5702434,0.0,0.04,0.262,0.694,0.0045,0.0,0.0,500,1.3110866614932484,CeCo_2-10_103.xy
CeCo_2-10_-15_0,15.641145279999998,84.35885472,0.0,0.093,0.104,0.795,0.0076,0.0,0.0,500,1.3135054160298396,CeCo_2-10_120.xy
CeCo_2-10_-10_0,16.20953805,83.79046195,0.0,0.175,0.106,0.712,0.0073,0.0,0.0,500,1.3698443958469328,CeCo_2-10_137.xy
CeCo_2-10_-5_0,16.42660867,83.57339133,0.0,0.205,0.211,0.58,0.0039,0.0,0.0,500,1.594079782951051,CeCo_2-10_154.xy
CeCo_2-10_0_0,16.59927006,83.40072993999999,0.0,0.12,0.159,0.716,0.0041,0.0,0.0,500,1.7067859027867254,CeCo_2-10_171.xy
CeCo_2-10_5_0,16.616313629999997,83.38368636999999,0.0,0.0612,0.278,0.66,0.0008,0.0,0.0,500,1.8764368344125075,CeCo_2-10_188.xy
CeCo_2-10_10_0,16.24720191,83.75279809,0.0,0.111,0.174,0.711,0.0038,0.0,0.0,500,1.71750305776414,CeCo_2-10_205.xy
CeCo_2-10_15_0,16.153850470000002,83.84614953,0.0,0.269,0.0879,0.636,0.007,0.0,0.0,500,1.7936856639658445,CeCo_2-10_222.xy
CeCo_2-10_20_0,15.83956325,84.16043675,0.0,0.094,0.212,0.687,0.0065,0.0,0.0,500,1.9074588832399533,CeCo_2-10_239.xy
CeCo_2-10_25_0,15.441874890000001,84.55812511,0.0,0.101,0.287,0.612,0.00016,0.0,0.0,500,1.8574492023181397,CeCo_2-10_256.xy
CeCo_2-10_30_0,15.13927537,84.86072462999999,0.0,0.0361,0.284,0.675,0.0044,0.0,0.0,500,1.8193761138775728,CeCo_2-10_273.xy
CeCo_2-10_35_0,13.88417816,86.11582184,0.0,0.044,0.254,0.697,0.005,0.0,0.0,500,1.5644287523346114,CeCo_2-10_290.xy
CeCo_2-10_40_0,13.632064029999999,86.36793597,0.0,0.0437,0.53,0.42,0.0061,0.0,0.0,500,1.032433765823574,CeCo_2-10_307.xy
CeCo_2-10_-40_5,13.65861202,86.34138798,0.0,0.0224,0.733,0.214,0.0306,0.0,0.0,500,0.23493798041202701,CeCo_2-10_36.xy
CeCo_2-10_-35_5,14.800989340000001,85.19901066,0.0,0.0204,0.384,0.571,0.0241,0.0,0.0,500,0.7636252292000407,CeCo_2-10_53.xy
CeCo_2-10_-30_5,15.41026167,84.58973833,0.0,0.018,0.238,0.738,0.0047,0.0,0.0,500,1.0708679118361673,CeCo_2-10_70.xy
CeCo_2-10_-25_5,15.8715572,84.1284428,0.0,0.055,0.105,0.822,0.0178,0.0,0.0,500,1.0992303674479065,CeCo_2-10_87.xy
CeCo_2-10_-20_5,16.446354730000003,83.55364527,0.0,0.12,0.174,0.702,0.0038,0.0,0.0,500,1.0961939184467435,CeCo_2-10_104.xy
CeCo_2-10_-15_5,16.98796098,83.01203901999999,0.0,0.36,0.134,0.486,0.0203,0.0,0.0,500,0.8761629429308448,CeCo_2-10_121.xy
CeCo_2-10_-10_5,17.23253485,82.76746514999999,0.0,0.197,0.189,0.604,0.0098,0.0,0.0,500,0.8966782575163376,CeCo_2-10_138.xy
CeCo_2-10_-5_5,17.38709184,82.61290816,0.0,0.433,0.138,0.415,0.0133,0.0,0.0,500,0.8168873720155472,CeCo_2-10_155.xy
CeCo_2-10_0_5,17.708598780000003,82.29140122000001,0.0,0.211,0.131,0.647,0.0105,0.0,0.0,500,0.7115572485965885,CeCo_2-10_172.xy
CeCo_2-10_5_5,17.62133128,82.37866872000001,0.0,0.243,0.198,0.551,0.0088,0.0,0.0,500,0.8743432973423891,CeCo_2-10_189.xy
CeCo_2-10_10_5,17.38270373,82.61729627,0.0,0.222,0.133,0.631,0.0136,0.0,0.0,500,0.8238773042764616,CeCo_2-10_206.xy
CeCo_2-10_15_5,17.465320849999998,82.53467915,0.0,0.452,0.138,0.401,0.0095,0.0,0.0,500,1.078204531373714,CeCo_2-10_223.xy
CeCo_2-10_20_5,17.29076256,82.70923744000001,0.0,0.376,0.0935,0.519,0.0113,0.0,0.0,500,1.5122164146902333,CeCo_2-10_240.xy
CeCo_2-10_25_5,16.48467192,83.51532807999999,0.0,0.306,0.0887,0.595,0.0095,0.0,0.0,500,1.7142349223751774,CeCo_2-10_257.xy
CeCo_2-10_30_5,15.71872302,84.28127698,0.0,0.079,0.229,0.69,0.0018,0.0,0.0,500,1.8817915570868022,CeCo_2-10_274.xy
CeCo_2-10_35_5,15.165121679999999,84.83487832,0.0,0.034,0.085,0.877,0.0036,0.0,0.0,500,1.8284137523704358,CeCo_2-10_291.xy
CeCo_2-10_40_5,13.987788779999999,86.01221122,0.0,0.0394,0.202,0.752,0.007,0.0,0.0,500,1.4905516414337727,CeCo_2-10_308.xy
CeCo_2-10_-40_10,14.591301070000002,85.40869893,0.0,0.0225,0.618,0.313,0.0464,0.0,0.0,500,0.32774308635133476,CeCo_2-10_37.xy
CeCo_2-10_-35_10,15.342357940000001,84.65764206,0.0,0.0109,0.287,0.661,0.0408,0.0,0.0,500,0.7894768139099977,CeCo_2-10_54.xy
CeCo_2-10_-30_10,16.45770151,83.54229849,0.0,0.111,0.214,0.665,0.0098,0.0,0.0,500,0.9686125958572179,CeCo_2-10_71.xy
CeCo_2-10_-25_10,16.83383687,83.16616313,0.0,0.253,0.239,0.499,0.0086,0.0,0.0,500,0.883131787455981,CeCo_2-10_88.xy
CeCo_2-10_-20_10,17.40890397,82.59109603,0.0,0.387,0.31,0.294,0.0101,0.0,0.0,500,0.5695209390889427,CeCo_2-10_105.xy
CeCo_2-10_-15_10,17.7990628,82.2009372,0.0,0.396,0.227,0.342,0.0353,0.0,0.0,500,0.45528059984716795,CeCo_2-10_122.xy
CeCo_2-10_-10_10,18.31941495,81.68058505,0.0,0.484,0.296,0.209,0.0119,0.0,0.0,500,0.3483563308551959,CeCo_2-10_139.xy
CeCo_2-10_-5_10,18.59815802,81.40184198,0.0,0.459,0.1495,0.391,0.0,0.0,0.0,500,0.2863990556392202,CeCo_2-10_156.xy
CeCo_2-10_0_10,18.570433780000002,81.42956622,0.0,0.512,0.289,0.19,0.0086,0.0,0.0,500,0.33631437947613485,CeCo_2-10_173.xy
CeCo_2-10_5_10,18.59616335,81.40383665,0.0,0.458,0.1463,0.36,0.0358,0.0,0.0,500,0.3259388580709057,CeCo_2-10_190.xy
CeCo_2-10_10_10,18.44345525,81.55654475,0.0,0.511,0.291,0.188,0.0098,0.0,0.0,500,0.37136972218361164,CeCo_2-10_207.xy
CeCo_2-10_15_10,18.23170223,81.76829777,0.0,0.422,0.296,0.251,0.0313,0.0,0.0,500,0.4600044840702715,CeCo_2-10_224.xy
CeCo_2-10_20_10,18.03833557,81.96166443,0.0,0.436,0.139,0.41,0.015,0.0,0.0,500,0.6505065770152927,CeCo_2-10_241.xy
CeCo_2-10_25_10,17.41027573,82.58972427,0.0,0.304,0.212,0.473,0.0108,0.0,0.0,500,1.0861756297557723,CeCo_2-10_258.xy
CeCo_2-10_30_10,16.94858675,83.05141325,0.0,0.157,0.224,0.607,0.0119,0.0,0.0,500,1.441754130313692,CeCo_2-10_275.xy
CeCo_2-10_35_10,15.75257514,84.24742486,0.0,0.137,0.084,0.77,0.009,0.0,0.0,500,1.7550150378702596,CeCo_2-10_292.xy
CeCo_2-10_40_10,15.428399579999999,84.57160042000001,0.0,0.033,0.162,0.799,0.0059,0.0,0.0,500,1.5904278505090164,CeCo_2-10_309.xy
CeCo_2-10_-40_15,15.1330639,84.8669361,0.0,0.0113,0.447,0.516,0.0264,0.0,0.0,500,,CeCo_2-10_38.xy
CeCo_2-10_-35_15,16.06238039,83.93761961,0.0,0.0016,0.331,0.604,0.0641,0.0,0.0,500,0.628680351706842,CeCo_2-10_55.xy
CeCo_2-10_-30_15,16.94582972,83.05417028,0.0,0.231,0.274,0.485,0.0094,0.0,0.0,500,0.7182764439292804,CeCo_2-10_72.xy
CeCo_2-10_-25_15,17.72250829,82.27749170999999,0.0,0.408,0.315,0.266,0.0116,0.0,0.0,500,0.5207697438707859,CeCo_2-10_89.xy
CeCo_2-10_-20_15,18.34389129,81.65610871,0.0,0.492,0.293,0.204,0.0109,0.0,0.0,500,0.3410544228694727,CeCo_2-10_106.xy
CeCo_2-10_-15_15,18.54467719,81.45532281,0.0,0.205,0.308,0.399,0.087,0.0,0.0,500,0.2660362703024941,CeCo_2-10_123.xy
CeCo_2-10_-10_15,19.03462158,80.96537842000001,0.0,0.459,0.1554,0.301,0.0837,0.0,0.0,500,0.20606372927339278,CeCo_2-10_140.xy
CeCo_2-10_-5_15,19.30462888,80.69537112,0.0,0.421,0.241,0.257,0.0812,0.0,0.0,500,0.18656478806577728,CeCo_2-10_157.xy
CeCo_2-10_0_15,19.57142656,80.42857344,0.0,0.646,0.264,0.087,0.004,0.0,0.0,500,0.18639979418247,CeCo_2-10_174.xy
CeCo_2-10_5_15,19.56002993,80.43997007,0.0,0.484,0.1625,0.275,0.0787,0.0,0.0,500,0.16444752115702127,CeCo_2-10_191.xy
CeCo_2-10_10_15,19.441356900000002,80.55864310000001,0.0,0.446,0.1615,0.321,0.0718,0.0,0.0,500,0.18961919461061008,CeCo_2-10_208.xy
CeCo_2-10_15_15,19.33385535,80.66614465,0.0,0.448,0.1599,0.331,0.0611,0.0,0.0,500,0.1949706873663741,CeCo_2-10_225.xy
CeCo_2-10_20_15,18.81549601,81.18450399,0.0,0.48,0.1485,0.331,0.0411,0.0,0.0,500,0.2887096813783234,CeCo_2-10_242.xy
CeCo_2-10_25_15,18.16929121,81.83070878999999,0.0,0.578,0.295,0.12,0.0071,0.0,0.0,500,0.39688177265119373,CeCo_2-10_259.xy
CeCo_2-10_30_15,17.80286314,82.19713686,0.0,0.5,0.265,0.224,0.0115,0.0,0.0,500,0.9697229438922581,CeCo_2-10_276.xy
CeCo_2-10_35_15,16.9268744,83.0731256,0.0,0.259,0.167,0.569,0.0051,0.0,0.0,500,1.320980136557913,CeCo_2-10_293.xy
CeCo_2-10_40_15,16.24729727,83.75270273,0.0,0.164,0.182,0.634,0.0203,0.0,0.0,500,,CeCo_2-10_310.xy
CeCo_2-10_-40_20,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_39.xy
CeCo_2-10_-35_20,16.79352525,83.20647475,0.0,0.0107,0.612,0.257,0.1203,0.0,0.0,500,0.3641974526684199,CeCo_2-10_56.xy
CeCo_2-10_-30_20,17.74694806,82.25305194,0.0,0.351,0.327,0.305,0.0161,0.0,0.0,500,0.4518473694980898,CeCo_2-10_73.xy
CeCo_2-10_-25_20,18.13454652,81.86545348,0.0,0.269,0.214,0.426,0.0908,0.0,0.0,500,0.3111149606743598,CeCo_2-10_90.xy
CeCo_2-10_-20_20,19.125149280000002,80.87485072,0.0,0.552,0.275,0.152,0.021,0.0,0.0,500,0.24345670864002394,CeCo_2-10_107.xy
CeCo_2-10_-15_20,19.15309161,80.84690839000001,0.0,0.385,0.253,0.244,0.1181,0.0,0.0,500,0.19408060977026523,CeCo_2-10_124.xy
CeCo_2-10_-10_20,19.926793619999998,80.07320637999999,0.0,0.389,0.255,0.232,0.1247,0.0,0.0,500,0.1513295544229868,CeCo_2-10_141.xy
CeCo_2-10_-5_20,19.66438591,80.33561408999999,0.0,0.529,0.222,0.245,0.0042,0.0,0.0,500,0.13094965218889054,CeCo_2-10_158.xy
CeCo_2-10_0_20,19.94258706,80.05741293999999,0.0,0.635,0.242,0.104,0.0196,0.0,0.0,500,0.13575324997040264,CeCo_2-10_175.xy
CeCo_2-10_5_20,20.45144612,79.54855388,0.0,0.406,0.26,0.212,0.1214,0.0,0.0,500,0.11094969398983297,CeCo_2-10_192.xy
CeCo_2-10_10_20,19.84283184,80.15716816,0.0,0.432,0.259,0.196,0.1138,0.0,0.0,500,0.15335739964049439,CeCo_2-10_209.xy
CeCo_2-10_15_20,19.82943964,80.17056036,0.0,0.387,0.261,0.252,0.1008,0.0,0.0,500,0.14690201626971316,CeCo_2-10_226.xy
CeCo_2-10_20_20,19.60006384,80.39993616,0.0,0.509,0.1588,0.252,0.0808,0.0,0.0,500,0.1917499114976024,CeCo_2-10_243.xy
CeCo_2-10_25_20,19.08051004,80.91948996,0.0,0.623,0.266,0.099,0.0119,0.0,0.0,500,0.26901193726162775,CeCo_2-10_260.xy
CeCo_2-10_30_20,18.439295689999998,81.56070431,0.0,0.52,0.292,0.175,0.0127,0.0,0.0,500,0.4418832931703823,CeCo_2-10_277.xy
CeCo_2-10_35_20,17.478404910000002,82.52159509,0.0,0.197,0.256,0.511,0.0363,0.0,0.0,500,0.7299109715127874,CeCo_2-10_294.xy
CeCo_2-10_40_20,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_311.xy
CeCo_2-10_-40_25,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_40.xy
CeCo_2-10_-35_25,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_57.xy
CeCo_2-10_-30_25,18.24968903,81.75031097,0.0,0.416,0.414,0.1307,0.0402,0.0,0.0,500,0.17870935977533414,CeCo_2-10_74.xy
CeCo_2-10_-25_25,18.66608643,81.33391357,0.0,0.186,0.357,0.31,0.1473,0.0,0.0,500,0.17375723885076544,CeCo_2-10_91.xy
CeCo_2-10_-20_25,19.15780414,80.84219586,0.0,0.226,0.363,0.247,0.1645,0.0,0.0,500,0.14742188162610312,CeCo_2-10_108.xy
CeCo_2-10_-15_25,20.21009742,79.78990258,0.0,0.21,0.377,0.241,0.1715,0.0,0.0,500,0.1265268994194758,CeCo_2-10_125.xy
CeCo_2-10_-10_25,20.62181407,79.37818593,0.0,0.209,0.388,0.217,0.1859,0.0,0.0,500,0.11022329866897085,CeCo_2-10_142.xy
CeCo_2-10_-5_25,20.443905779999998,79.55609421999999,0.0,0.516,0.256,0.179,0.0492,0.0,0.0,500,0.1182946195095507,CeCo_2-10_159.xy
CeCo_2-10_0_25,20.87775443,79.12224557,0.0,0.656,0.237,0.058,0.049,0.0,0.0,500,0.12676560971908718,CeCo_2-10_176.xy
CeCo_2-10_5_25,20.589216739999998,79.41078325999999,0.0,0.222,0.386,0.205,0.1869,0.0,0.0,500,0.11563647311951804,CeCo_2-10_193.xy
CeCo_2-10_10_25,20.84857576,79.15142424,0.0,0.605,0.261,0.089,0.0452,0.0,0.0,500,0.11277924676415166,CeCo_2-10_210.xy
CeCo_2-10_15_25,20.433778359999998,79.56622164,0.0,0.348,0.304,0.199,0.1486,0.0,0.0,500,0.12750268611978227,CeCo_2-10_227.xy
CeCo_2-10_20_25,20.11758585,79.88241415,0.0,0.416,0.244,0.216,0.1246,0.0,0.0,500,0.1500475684952135,CeCo_2-10_244.xy
CeCo_2-10_25_25,19.61733516,80.38266483999999,0.0,0.645,0.233,0.088,0.0338,0.0,0.0,500,0.16732554951856615,CeCo_2-10_261.xy
CeCo_2-10_30_25,19.27927579,80.72072421,0.0,0.455,0.1398,0.337,0.0687,0.0,0.0,500,0.24688799217673435,CeCo_2-10_278.xy
CeCo_2-10_35_25,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_295.xy
CeCo_2-10_40_25,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_312.xy
CeCo_2-10_-40_30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_41.xy
CeCo_2-10_-35_30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_58.xy
CeCo_2-10_-30_30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_75.xy
CeCo_2-10_-25_30,19.24365009,80.75634991,0.0,0.018,0.482,0.277,0.223,0.0,0.0,500,0.05733753268612445,CeCo_2-10_92.xy
CeCo_2-10_-20_30,20.08629226,79.91370773999999,0.0,0.029,0.485,0.258,0.2271,0.0,0.0,500,0.05911900556921346,CeCo_2-10_109.xy
CeCo_2-10_-15_30,20.07032422,79.92967578,0.0,0.034,0.487,0.231,0.2483,0.0,0.0,500,0.06129903024642904,CeCo_2-10_126.xy
CeCo_2-10_-10_30,20.76723695,79.23276305,0.0,0.025,0.493,0.217,0.2655,0.0,0.0,500,0.09372142929265107,CeCo_2-10_143.xy
CeCo_2-10_-5_30,20.915356539999998,79.08464346000001,0.0,0.646,0.235,0.047,0.0713,0.0,0.0,500,0.09333641359454439,CeCo_2-10_160.xy
CeCo_2-10_0_30,21.178356230000002,78.82164377000001,0.0,0.645,0.25,0.037,0.0688,0.0,0.0,500,0.09682812004048337,CeCo_2-10_177.xy
CeCo_2-10_5_30,21.42553432,78.57446568,0.0,0.038,0.464,0.231,0.2677,0.0,0.0,500,0.0921650561023484,CeCo_2-10_194.xy
CeCo_2-10_10_30,21.20364022,78.79635978,0.0,0.613,0.241,0.067,0.0788,0.0,0.0,500,0.0878649622872541,CeCo_2-10_211.xy
CeCo_2-10_15_30,21.26576376,78.73423624,0.0,0.639,0.244,0.045,0.0718,0.0,0.0,500,0.10849032759428691,CeCo_2-10_228.xy
CeCo_2-10_20_30,20.92164696,79.07835304000001,0.0,0.303,0.35,0.162,0.1841,0.0,0.0,500,0.0810109894773144,CeCo_2-10_245.xy
CeCo_2-10_25_30,19.71579508,80.28420492000001,0.0,0.62,0.226,0.085,0.0684,0.0,0.0,500,0.1528617413741512,CeCo_2-10_262.xy
CeCo_2-10_30_30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_279.xy
CeCo_2-10_35_30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_296.xy
CeCo_2-10_40_30,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_313.xy
CeCo_2-10_-40_35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_42.xy
CeCo_2-10_-35_35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_59.xy
CeCo_2-10_-30_35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_76.xy
CeCo_2-10_-25_35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_93.xy
CeCo_2-10_-20_35,20.306548239999998,79.69345176,0.0,0.556,0.253,0.052,0.139,0.0,0.0,500,0.056711659071169436,CeCo_2-10_110.xy
CeCo_2-10_-15_35,20.99499865,79.00500135,0.0,0.0096,0.542,0.09,0.3586,0.0,0.0,500,0.0609113155540871,CeCo_2-10_127.xy
CeCo_2-10_-10_35,21.360442130000003,78.63955787,0.0,0.0,0.531,0.087,0.3828,0.0,0.0,500,0.058149668144893966,CeCo_2-10_144.xy
CeCo_2-10_-5_35,21.526490810000002,78.47350919,0.0,0.564,0.26,0.055,0.1217,0.0,0.0,500,0.05672855055910325,CeCo_2-10_161.xy
CeCo_2-10_0_35,21.90886353,78.09113647,0.0,0.0043,0.523,0.082,0.3904,0.0,0.0,500,0.06100632072314728,CeCo_2-10_178.xy
CeCo_2-10_5_35,21.65412177,78.34587823,0.0,0.0036,0.542,0.089,0.3653,0.0,0.0,500,0.059748513889071896,CeCo_2-10_195.xy
CeCo_2-10_10_35,21.50329791,78.49670209,0.0,0.559,0.267,0.045,0.1289,0.0,0.0,500,0.0646102058152526,CeCo_2-10_212.xy
CeCo_2-10_15_35,21.3685137,78.63148629999999,0.0,0.573,0.295,0.0018,0.13,0.0,0.0,500,0.06297575305704914,CeCo_2-10_229.xy
CeCo_2-10_20_35,21.0393462,78.9606538,0.0,0.033,0.474,0.223,0.2695,0.0,0.0,500,0.07582309649891167,CeCo_2-10_246.xy
CeCo_2-10_25_35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_263.xy
CeCo_2-10_30_35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_280.xy
CeCo_2-10_35_35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_297.xy
CeCo_2-10_40_35,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_314.xy
CeCo_2-10_-40_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_43.xy
CeCo_2-10_-35_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_60.xy
CeCo_2-10_-30_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_77.xy
CeCo_2-10_-25_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_94.xy
CeCo_2-10_-20_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_111.xy
CeCo_2-10_-15_40,21.3029318,78.6970682,0.0,0.424,0.331,0.051,0.194,0.0,0.0,500,,CeCo_2-10_128.xy
CeCo_2-10_-10_40,21.29390391,78.70609609,0.0,0.014,0.337,0.075,0.575,0.0,0.0,500,0.058710446790142076,CeCo_2-10_145.xy
CeCo_2-10_-5_40,21.90037078,78.09962922,0.0,0.457,0.363,0.0006,0.1796,0.0,0.0,500,0.04307107041610998,CeCo_2-10_162.xy
CeCo_2-10_0_40,22.1290823,77.87091769999999,0.0,0.001,0.36,0.076,0.564,0.0,0.0,500,0.061052063306964374,CeCo_2-10_179.xy
CeCo_2-10_5_40,22.03362207,77.96637793,0.0,0.0064,0.423,0.091,0.4799,0.0,0.0,500,0.059801742054989004,CeCo_2-10_196.xy
CeCo_2-10_10_40,21.99033893,78.00966107,0.0,0.435,0.335,0.046,0.1832,0.0,0.0,500,0.05749499328588288,CeCo_2-10_213.xy
CeCo_2-10_15_40,21.39822582,78.60177417999999,0.0,0.0125,0.399,0.187,0.4011,0.0,0.0,500,,CeCo_2-10_230.xy
CeCo_2-10_20_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_247.xy
CeCo_2-10_25_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_264.xy
CeCo_2-10_30_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_281.xy
CeCo_2-10_35_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_298.xy
CeCo_2-10_40_40,,,0.0,,,,,0.0,0.0,500,,CeCo_2-10_315.xy
CeCoZn_2-3_-40_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_27.xy
CeCoZn_2-3_-35_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_44.xy
CeCoZn_2-3_-30_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_61.xy
CeCoZn_2-3_-25_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_78.xy
CeCoZn_2-3_-20_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_95.xy
CeCoZn_2-3_-15_-40,24.14450945,65.60772474,10.24776582,0.251,0.031,0.328,0.0,0.2172,0.1723,450,0.0,CeCoZn_2-3_112.xy
CeCoZn_2-3_-10_-40,24.81685183,64.97791480000001,10.20523337,0.347,0.0024,0.319,0.0,0.2352,0.0966,450,0.0,CeCoZn_2-3_129.xy
CeCoZn_2-3_-5_-40,25.56151654,65.63152533,8.806958132,0.402,0.0361,0.256,0.0,0.1601,0.146,450,0.0,CeCoZn_2-3_146.xy
CeCoZn_2-3_0_-40,25.72922837,66.57933724,7.691434386,0.427,0.042,0.242,0.0,0.1316,0.1572,450,0.0,CeCoZn_2-3_163.xy
CeCoZn_2-3_5_-40,25.62100155,67.51132802000001,6.867670434000001,0.42,0.047,0.264,0.0,0.0883,0.1807,450,0.0,CeCoZn_2-3_180.xy
CeCoZn_2-3_10_-40,25.92524229,67.81535834,6.259399368,0.432,0.054,0.277,0.0,0.055,0.1819,450,0.0,CeCoZn_2-3_197.xy
CeCoZn_2-3_15_-40,25.60049674,69.23699231,5.162510957,0.547,0.062,0.199,0.0,0.0022,0.1895,450,0.0,CeCoZn_2-3_214.xy
CeCoZn_2-3_20_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_231.xy
CeCoZn_2-3_25_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_248.xy
CeCoZn_2-3_30_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_265.xy
CeCoZn_2-3_35_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_282.xy
CeCoZn_2-3_40_-40,,,,,,,0.0,,,450,,CeCoZn_2-3_299.xy
CeCoZn_2-3_-40_-35,,,,,,,0.0,,,450,,CeCoZn_2-3_28.xy
CeCoZn_2-3_-35_-35,,,,,,,0.0,,,450,,CeCoZn_2-3_45.xy
CeCoZn_2-3_-30_-35,,,,,,,0.0,,,450,,CeCoZn_2-3_62.xy
CeCoZn_2-3_-25_-35,,,,,,,0.0,,,450,,CeCoZn_2-3_79.xy
CeCoZn_2-3_-20_-35,23.3789904,63.541963710000005,13.07904588,0.383,0.0287,0.274,0.0,0.1579,0.156,450,0.0,CeCoZn_2-3_96.xy
CeCoZn_2-3_-15_-35,23.97457486,64.68326713,11.34215801,0.367,0.0303,0.314,0.0,0.1537,0.1351,450,0.0,CeCoZn_2-3_113.xy
CeCoZn_2-3_-10_-35,25.05295101,65.20704527,9.740003720999999,0.421,0.0271,0.257,0.0,0.1371,0.1575,450,0.0,CeCoZn_2-3_130.xy
CeCoZn_2-3_-5_-35,25.267760810000002,65.85106069999999,8.881178495,0.463,0.0317,0.232,0.0,0.109,0.1644,450,0.0,CeCoZn_2-3_147.xy
